"sample_name","embryo_no","embryo_phase","status","notes"
"9C4",1,"egg","typical",NA
"9C4",2,"egg","typical",NA
"9C4",3,"cleavage","typical",NA
"9C4",4,"egg","typical",NA
"9C4",5,"cleavage","typical",NA
"9C4",6,"egg","typical",NA
"9C4",7,"egg","typical",NA
"9C4",8,"4to16cell","typical",NA
"9C4",9,"egg","typical",NA
"9C4",10,"cleavage","typical","incomplete"
"9C4",11,"4to16cell","typical",NA
"9C4",12,"4to16cell","typical",NA
"9C4",13,"egg","typical",NA
"9C4",14,"egg","typical",NA
"9C4",15,"egg","typical",NA
"9C4",16,"egg","typical",NA
"9C4",17,"cleavage","typical","incomplete"
"9C4",18,"egg","typical",NA
"9C4",19,"cleavage","typical","incomplete"
"9C4",20,"cleavage","typical",NA
"9C4",21,"egg","uncertain","disintegrating"
"9C4",22,"egg","uncertain","disintegrating"
