"sample_name","embryo_no","embryo_phase","status","notes"
"1H14",1,"earlygastrula","typical",NA
"1H14",2,"earlygastrula","typical",NA
"1H14",3,"earlygastrula","typical",NA
"1H14",4,"earlygastrula","typical",NA
"1H14",5,"earlygastrula","typical",NA
"1H14",6,"earlygastrula","typical",NA
"1H14",7,"earlygastrula","typical",NA
"1H14",8,"prawnchip","typical",NA
"1H14",9,"earlygastrula","typical",NA
