date,parent_colony_a,parent_colony_b,cross_n,scint,leach_code,leachate,phase,hpf,fix_freeze,destiny,sample_id,cryo-tag label color,scint,cryo,cryo-degraded,micro,micro-degraded,cross-note,extracted?,extraction-date,extraction-note,microscopy-stitched,microscopy-note,annotated?
7/7/2024,Q,C,14,285,C,control,gastrula,14,F,freeze,14C14F,blue,labelled,labelled,,,,,TRUE,20-Aug-2024,,,,
7/7/2024,Q,C,14,286,L,low,gastrula,14,F,freeze,14L14F,blue,labelled,labelled,,,,,TRUE,26-Aug-2024,,,,
7/7/2024,Q,C,14,287,M,mid,gastrula,14,F,freeze,14M14F,blue,labelled,labelled,,,,,TRUE,16-Aug-2024,,,,
7/7/2024,Q,C,14,288,H,high,gastrula,14,F,freeze,14H14F,blue,labelled,labelled,,,,,TRUE,23-Aug-2024,,,,
7/7/2024,B,A,15,289,C,control,cleavage,4,F,freeze,15C4F,orange,fin!,filled with sample,,,,,TRUE,16-Aug-2024,,,,
7/7/2024,B,A,15,290,L,low,cleavage,4,F,freeze,15L4F,orange,fin!,filled with sample,,,,,TRUE,19-Aug-2024,,,,
7/7/2024,B,A,15,291,M,mid,cleavage,4,F,freeze,15M4F,orange,fin!,filled with sample,,,,,TRUE,21-Aug-2024,,,,
7/7/2024,B,A,15,292,H,high,cleavage,4,F,freeze,15H4F,orange,fin!,filled with sample,,,,,TRUE,26-Aug-2024,,,,
7/7/2024,B,A,15,293,C,control,prawn,9,F,freeze,15C9F,tan,fin!,filled with sample,,,,,TRUE,20-Aug-2024,,,,
7/7/2024,B,A,15,294,L,low,prawn,9,F,freeze,15L9F,tan,labelled,labelled,,,,,TRUE,23-Aug-2024,,,,
7/7/2024,B,A,15,295,M,mid,prawn,9,F,freeze,15M9F,tan,labelled,labelled,,,,,TRUE,19-Aug-2024,,,,
7/7/2024,B,A,15,296,H,high,prawn,9,F,freeze,15H9F,tan,labelled,labelled,,,,,TRUE,21-Aug-2024,,,,
7/7/2024,B,A,15,297,C,control,gastrula,14,F,freeze,15C14F,blue,labelled,labelled,,,,,TRUE,20-Aug-2024,,,,
7/7/2024,B,A,15,298,L,low,gastrula,14,F,freeze,15L14F,blue,labelled,labelled,,,,,TRUE,26-Aug-2024,,,,
7/7/2024,B,A,15,299,M,mid,gastrula,14,F,freeze,15M14F,blue,labelled,labelled,,,,,TRUE,16-Aug-2024,,,,
7/7/2024,B,A,15,300,H,high,gastrula,14,F,freeze,15H14F,blue,labelled,labelled,,,,,TRUE,23-Aug-2024,,,,
7/5/2024,H,M,1,1,C,control,cleavage,4,Z,zfix,1C4Z,gold,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,H,M,1,2,L,low,cleavage,4,Z,zfix,1L4Z,gold,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,H,M,1,3,M,mid,cleavage,4,Z,zfix,1M4Z,gold,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,H,M,1,4,H,high,cleavage,4,Z,zfix,1H4Z,gold,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,H,M,1,9,C,control,prawn,9,Z,zfix,1C9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,H,M,1,10,L,low,prawn,9,Z,zfix,1L9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,H,M,1,11,M,mid,prawn,9,Z,zfix,1M9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,H,M,1,12,H,high,prawn,9,Z,zfix,1H9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,H,M,1,17,C,control,gastrula,14,Z,zfix,1C14Z,,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,H,M,1,18,L,low,gastrula,14,Z,zfix,1L14Z,aqua,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,H,M,1,19,M,mid,gastrula,14,Z,zfix,1M14Z,aqua,fin!,filled with sample,,filled with sample,,,,,,TRUE,3 degraded embryos,
7/5/2024,H,M,1,20,H,high,gastrula,14,Z,zfix,1H14Z,aqua,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,30-Orange,1-White,2,25,C,control,cleavage,4,Z,zfix,2C4Z,gold,fin!,filled with sample,,filled with sample,,30-Orange x 1-White poor viability,,,,TRUE,,
7/5/2024,30-Orange,1-White,2,26,L,low,cleavage,4,Z,zfix,2L4Z,gold,fin!,filled with sample,,filled with sample,,30-Orange x 1-White poor viability,,,,TRUE,,
7/5/2024,30-Orange,1-White,2,27,M,mid,cleavage,4,Z,zfix,2M4Z,gold,fin!,filled with sample,,filled with sample,,30-Orange x 1-White poor viability,,,,TRUE,,
7/5/2024,30-Orange,1-White,2,28,H,high,cleavage,4,Z,zfix,2H4Z,gold,fin!,filled with sample,,filled with sample,,30-Orange x 1-White poor viability,,,,TRUE,,
7/5/2024,30-Orange,1-White,2,33,C,control,prawn,9,Z,zfix,2C9Z,light purple,fin!,filled with sample,,filled with sample,,30-Orange x 1-White poor viability,,,,TRUE,"2 degraded embryos, need to stitch from images",
7/5/2024,30-Orange,1-White,2,34,L,low,prawn,9,Z,zfix,2L9Z,light purple,fin!,filled with sample,,filled with sample,,30-Orange x 1-White poor viability,,,,TRUE,poor viability,
7/5/2024,30-Orange,1-White,2,35,M,mid,prawn,9,Z,zfix,2M9Z,light purple,fin!,filled with sample,,filled with sample,,30-Orange x 1-White poor viability,,,,TRUE,poor viability,
7/5/2024,30-Orange,1-White,2,36,H,high,prawn,9,Z,zfix,2H9Z,light purple,fin!,filled with sample,,filled with sample,,30-Orange x 1-White poor viability,,,,TRUE,poor viability,
7/5/2024,30-Orange,1-White,2,41,C,control,gastrula,14,Z,zfix,2C14Z,aqua,fin!,filled with sample,,filled with sample,,30-Orange x 1-White poor viability,,,,TRUE,poor viability,
7/5/2024,30-Orange,1-White,2,42,L,low,gastrula,14,Z,zfix,2L14Z,aqua,fin!,filled with sample,,filled with sample,,30-Orange x 1-White poor viability,,,,TRUE,"few embryos, highly deformed or degraded?",
7/5/2024,30-Orange,1-White,2,43,M,mid,gastrula,14,Z,zfix,2M14Z,aqua,fin!,filled with sample,,filled with sample,yes,do not know if there was anything there,,,,TRUE,one degraded embryo?,
7/5/2024,30-Orange,1-White,2,44,H,high,gastrula,14,Z,zfix,2H14Z,aqua,fin!,filled with sample,,filled with sample,,30-Orange x 1-White poor viability,,,,TRUE,stitch of 2 images,
7/5/2024,D,N,3,49,C,control,cleavage,4,Z,zfix,3C4Z,gold,fin!,filled with sample,,filled with sample,,D bundles pale,,,,TRUE,,
7/5/2024,D,N,3,50,L,low,cleavage,4,Z,zfix,3L4Z,gold,fin!,filled with sample,,filled with sample,,D bundles pale,,,,TRUE,,
7/5/2024,D,N,3,51,M,mid,cleavage,4,Z,zfix,3M4Z,gold,fin!,filled with sample,,filled with sample,,D bundles pale,,,,TRUE,,
7/5/2024,D,N,3,52,H,high,cleavage,4,Z,zfix,3H4Z,gold,fin!,filled with sample,,filled with sample,,D bundles pale,,,,TRUE,,
7/5/2024,D,N,3,57,C,control,prawn,9,Z,zfix,3C9Z,light purple,fin!,filled with sample,,filled with sample,,D bundles pale,,,,FALSE,need to stitch large image from files,
7/5/2024,D,N,3,58,L,low,prawn,9,Z,zfix,3L9Z,light purple,fin!,filled with sample,,filled with sample,,D bundles pale,,,,TRUE,stitch of only two degraded embryos,
7/5/2024,D,N,3,59,M,mid,prawn,9,Z,zfix,3M9Z,light purple,fin!,filled with sample,,filled with sample,,D bundles pale,,,,TRUE,,
7/5/2024,D,N,3,60,H,high,prawn,9,Z,zfix,3H9Z,light purple,fin!,filled with sample,,filled with sample,,D bundles pale,,,,TRUE,,
7/5/2024,D,N,3,65,C,control,gastrula,14,Z,zfix,3C14Z,aqua,fin!,filled with sample,,filled with sample,,D bundles pale,,,,TRUE,,
7/5/2024,D,N,3,66,L,low,gastrula,14,Z,zfix,3L14Z,aqua,fin!,filled with sample,,filled with sample,,D bundles pale,,,,TRUE,only 1 image of 3 eggs,
7/5/2024,D,N,3,67,M,mid,gastrula,14,Z,zfix,3M14Z,aqua,fin!,filled with sample,,filled with sample,,D bundles pale,,,,TRUE,,
7/5/2024,D,N,3,68,H,high,gastrula,14,Z,zfix,3H14Z,aqua,fin!,filled with sample,,filled with sample,,D bundles pale,,,,TRUE,,
7/5/2024,M,B,4,73,C,control,cleavage,4,Z,zfix,4C4Z,gold,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,M,B,4,74,L,low,cleavage,4,Z,zfix,4L4Z,gold,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,M,B,4,75,M,mid,cleavage,4,Z,zfix,4M4Z,gold,fin!,filled with sample,,filled with sample,,lost some material for zfix sample,,,,TRUE,,
7/5/2024,M,B,4,76,H,high,cleavage,4,Z,zfix,4H4Z,gold,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,M,B,4,81,C,control,prawn,9,Z,zfix,4C9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,M,B,4,82,L,low,prawn,9,Z,zfix,4L9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,M,B,4,83,M,mid,prawn,9,Z,zfix,4M9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,M,B,4,84,H,high,prawn,9,Z,zfix,4H9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,M,B,4,89,C,control,gastrula,14,Z,zfix,4C14Z,aqua,fin!,filled with sample,,filled with sample,,,,,,FALSE,,
7/5/2024,M,B,4,90,L,low,gastrula,14,Z,zfix,4L14Z,aqua,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,M,B,4,91,M,mid,gastrula,14,Z,zfix,4M14Z,aqua,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,M,B,4,92,H,high,gastrula,14,Z,zfix,4H14Z,aqua,fin!,filled with sample,,filled with sample,,,,,,FALSE,stitch from individual images,
7/5/2024,1-White,M,5,97,C,control,cleavage,4,Z,zfix,5C4Z,gold,fin!,filled with sample,,filled with sample,,added z-fix by colony rather than treatment,,,,TRUE,,
7/5/2024,1-White,M,5,98,L,low,cleavage,4,Z,zfix,5L4Z,gold,fin!,filled with sample,,filled with sample,,added z-fix by colony rather than treatment,,,,TRUE,,
7/5/2024,1-White,M,5,99,M,mid,cleavage,4,Z,zfix,5M4Z,gold,fin!,filled with sample,,filled with sample,,added z-fix by colony rather than treatment,,,,TRUE,,
7/5/2024,1-White,M,5,100,H,high,cleavage,4,Z,zfix,5H4Z,gold,fin!,filled with sample,,filled with sample,,added z-fix by colony rather than treatment,,,,TRUE,,
7/5/2024,1-White,M,5,105,C,control,prawn,9,Z,zfix,5C9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,1-White,J,5,106,L,low,prawn,9,Z,zfix,5L9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,1-White,J,5,107,M,mid,prawn,9,Z,zfix,5M9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,1-White,J,5,108,H,high,prawn,9,Z,zfix,5H9Z,light purple,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,1-White,J/N,5,113,C,control,gastrula,14,Z,zfix,5C14Z,aqua,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,1-White,J/N,5,114,L,low,gastrula,14,Z,zfix,5L14Z,aqua,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,1-White,J/N,5,115,M,mid,gastrula,14,Z,zfix,5M14Z,aqua,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/5/2024,1-White,J/N,5,116,H,high,gastrula,14,Z,zfix,5H14Z,aqua,fin!,filled with sample,,filled with sample,,,,,,TRUE,,
7/6/2024,1-White,E,6,121,C,control,cleavage,4,Z,zfix,6C4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,1-White,E,6,122,L,low,cleavage,4,Z,zfix,6L4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,1-White,E,6,123,M,mid,cleavage,4,Z,zfix,6M4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,1-White,E,6,124,H,high,cleavage,4,Z,zfix,6H4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,1-White,E,6,129,C,control,prawn,9,Z,zfix,6C9Z,light purple,fin!,filled with sample,,labelled,,,,,,TRUE,,
7/6/2024,1-White,E,6,130,L,low,prawn,9,Z,zfix,6L9Z,light purple,fin!,filled with sample,,labelled,,,,,,TRUE,,
7/6/2024,1-White,E,6,131,M,mid,prawn,9,Z,zfix,6M9Z,light purple,fin!,filled with sample,,labelled,,,,,,TRUE,,
7/6/2024,1-White,E,6,132,H,high,prawn,9,Z,zfix,6H9Z,light purple,fin!,filled with sample,,labelled,,,,,,TRUE,"spread slide, 2 embryos in hydrocolloid ",
7/6/2024,1-White,E,6,137,C,control,gastrula,14,Z,zfix,6C14Z,aqua,fin!,filled with sample,,labelled,,,,,,TRUE,,
7/6/2024,1-White,E,6,138,L,low,gastrula,14,Z,zfix,6L14Z,aqua,fin!,filled with sample,,labelled,,,,,,TRUE,,
7/6/2024,1-White,E,6,139,M,mid,gastrula,14,Z,zfix,6M14Z,aqua,fin!,filled with sample,,labelled,,,,,,TRUE,,
7/6/2024,1-White,E,6,140,H,high,gastrula,14,Z,zfix,6H14Z,aqua,fin!,filled with sample,,labelled,yes,,,,,TRUE,,
7/6/2024,H,M,7,145,C,control,cleavage,4,Z,zfix,7C4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,H,M,7,146,L,low,cleavage,4,Z,zfix,7L4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,H,M,7,147,M,mid,cleavage,4,Z,zfix,7M4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,H,M,7,148,H,high,cleavage,4,Z,zfix,7H4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,H,M,7,153,C,control,prawn,9,Z,zfix,7C9Z,light purple,fin!,filled with sample,,labelled,,,,,,TRUE,,
7/6/2024,H,M,7,154,L,low,prawn,9,Z,zfix,7L9Z,light purple,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,H,M,7,155,M,mid,prawn,9,Z,zfix,7M9Z,light purple,fin!,filled with sample,,labelled,,,,,,TRUE,,
7/6/2024,H,M,7,156,H,high,prawn,9,Z,zfix,7H9Z,light purple,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,H,M,7,161,C,control,gastrula,14,Z,zfix,7C14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,H,M,7,162,L,low,gastrula,14,Z,zfix,7L14Z,aqua,fin!,filled with sample,,labelled,,,,,,TRUE,,
7/6/2024,H,M,7,163,M,mid,gastrula,14,Z,zfix,7M14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,H,M,7,164,H,high,gastrula,14,Z,zfix,7H14Z,aqua,fin!,filled with sample,,labelled,yes,,,,,FALSE,,
7/6/2024,J,G,8,169,C,control,cleavage,4,Z,zfix,8C4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,J,G,8,170,L,low,cleavage,4,Z,zfix,8L4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,J,G,8,171,M,mid,cleavage,4,Z,zfix,8M4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,J,G,8,172,H,high,cleavage,4,Z,zfix,8H4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,J,G,8,177,C,control,prawn,9,Z,zfix,8C9Z,light purple,fin!,filled with sample,,labelled,,,,,,TRUE,,
7/6/2024,J,G,8,178,L,low,prawn,9,Z,zfix,8L9Z,light purple,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,J,G,8,179,M,mid,prawn,9,Z,zfix,8M9Z,light purple,fin!,filled with sample,,labelled,,,,,,TRUE,,
7/6/2024,J,G,8,180,H,high,prawn,9,Z,zfix,8H9Z,light purple,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,J,G,8,185,C,control,gastrula,14,Z,zfix,8C14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,J,G,8,186,L,low,gastrula,14,Z,zfix,8L14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,J,G,8,187,M,mid,gastrula,14,Z,zfix,8M14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,J,G,8,188,H,high,gastrula,14,Z,zfix,8H14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,9,193,C,control,cleavage,4,Z,zfix,9C4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,B,J,9,194,L,low,cleavage,4,Z,zfix,9L4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,B,J,9,195,M,mid,cleavage,4,Z,zfix,9M4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,B,J,9,196,H,high,cleavage,4,Z,zfix,9H4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,B,J,9,201,C,control,prawn,9,Z,zfix,9C9Z,light purple,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,9,202,L,low,prawn,9,Z,zfix,9L9Z,light purple,fin!,filled with sample,,labelled,,lost some material,,,,FALSE,,
7/6/2024,B,J,9,203,M,mid,prawn,9,Z,zfix,9M9Z,light purple,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,9,204,H,high,prawn,9,Z,zfix,9H9Z,light purple,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,9,209,C,control,gastrula,14,Z,zfix,9C14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,9,210,L,low,gastrula,14,Z,zfix,9L14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,9,211,M,mid,gastrula,14,Z,zfix,9M14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,9,212,H,high,gastrula,14,Z,zfix,9H14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,10,217,C,control,cleavage,4,Z,zfix,10C4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,B,J,10,218,L,low,cleavage,4,Z,zfix,10L4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,B,J,10,219,M,mid,cleavage,4,Z,zfix,10M4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,B,J,10,220,H,high,cleavage,4,Z,zfix,10H4Z,gold,fin!,filled with sample,,labelled,,added z-fix by colony rather than treatment,,,,TRUE,,
7/6/2024,B,J,10,225,C,control,prawn,9,Z,zfix,10C9Z,light purple,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,10,226,L,low,prawn,9,Z,zfix,10L9Z,light purple,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,10,227,M,mid,prawn,9,Z,zfix,10M9Z,light purple,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,10,228,H,high,prawn,9,Z,zfix,10H9Z,light purple,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,10,233,C,control,gastrula,14,Z,zfix,10C14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,,
7/6/2024,B,J,10,234,L,low,gastrula,14,Z,zfix,10L14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,permament slide squished embryos under coverslip,
7/6/2024,B,J,10,235,M,mid,gastrula,14,Z,zfix,10M14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,permament slide squished embryos under coverslip,
7/6/2024,B,J,10,236,H,high,gastrula,14,Z,zfix,10H14Z,aqua,fin!,filled with sample,,labelled,,,,,,FALSE,permament slide squished embryos under coverslip,
,,,,,,,,,,,,,,,,,,,FALSE,,,,,
