"sample_name","embryo_no","embryo_phase","status","notes"
"1M4",1,"egg","typical",NA
"1M4",2,"egg","typical",NA
"1M4",3,"4to16cell","typical",NA
"1M4",4,"4to16cell","typical",NA
"1M4",5,"4to16cell","typical",NA
"1M4",6,"cleavage","typical",NA
"1M4",7,"egg","typical",NA
"1M4",8,"egg","typical",NA
"1M4",9,"egg","typical",NA
"1M4",10,"egg","typical",NA
"1M4",11,"egg","typical",NA
"1M4",12,"cleavage","typical",NA
"1M4",13,"egg","typical",NA
"1M4",14,"egg","typical",NA
"1M4",15,"egg","typical",NA
"1M4",16,"egg","typical",NA
"1M4",17,"egg","typical",NA
"1M4",18,"egg","typical",NA
"1M4",19,"egg","typical",NA
"1M4",20,"egg","typical",NA
"1M4",21,"egg","malformed",NA
"1M4",22,"egg","typical",NA
"1M4",23,"egg","typical",NA
"1M4",24,"egg","typical",NA
